id,repo_name,commit_code,file_name,type,legacy_lib,target_lib,code_before,code_after
35,MicroPyramid/django-email-gateway,ff1b7c817a46c8220e83cd159cef406abf1d4660,django_email_gateway/sending_mail.py,complex,boto,boto3,"if mail_sender == 'AMAZON':
        conn = boto.ses.connect_to_region(
            settings.AWS_HOST_NAME,
            aws_access_key_id=settings.AWS_ACCESS_KEY_ID,
            aws_secret_access_key=settings.AWS_SECRET_ACCESS_KEY
        )
        conn.send_email(from_email, subject, html_content, [to_email], format='html')","if mail_sender == 'AMAZON':
        client = boto3.client('ses',
                              aws_access_key_id=settings.AWS_ACCESS_KEY_ID,
                              aws_secret_access_key=settings.AWS_SECRET_ACCESS_KEY
                              )
        recipients = [to_email]
        if isinstance(to_email, list):
            recipients = to_email
        try:
            response = client.send_email(
                Destination={
                    'ToAddresses': recipients,
                    'CcAddresses': ccs,
                    'BccAddresses': bccs
                },
                Message={
                    'Body': {
                        'Html': {
                            'Charset': ""UTF-8"",
                            'Data': htmly,
                        }
                    },
                    'Subject': {
                        'Charset': ""UTF-8"",
                        'Data': subject,
                    },
                },
                Source=from_email,
            )
            return {'message': 'Mail sent', 'data': response['ResponseMetadata']['RequestId']}
        except ClientError as e:
            raise e.response['Error']['Message']"
36,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/core/tasks.py,complex,boto,boto3,"def run(self):
        """"""Task entry point""""""
        with smart_open(
            self.key, self.mode, s3_min_part_size=settings.AWS_S3_MIN_PART_SIZE
        ) as out_file:
            self.generate_file(out_file)
        self.key.set_acl(""public-read"")



        self.send_notification()","def run(self):
        """"""Task entry point""""""
        with smart_open(
            self.key, self.mode, s3_min_part_size=settings.AWS_S3_MIN_PART_SIZE
        ) as out_file:
            self.generate_file(out_file)
        
        s3 = boto3.resource('s3')
        obj = s3.ObjectAcl(self.bucket, self.file_key)
        obj.put(ACL='public-read')
        self.send_notification()"
37,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/core/utils.py,simple,boto,boto3,import boto,import boto3
38,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/core/utils.py,simple,boto,boto3,"def get_s3_storage_bucket():
    """"""Return the S3 storage bucket""""""
    conn = boto.connect_s3()
    return conn.get_bucket(settings.AWS_STORAGE_BUCKET_NAME)","def get_s3_storage_bucket():
    """"""Return the S3 storage bucket""""""
    s3 = boto3.resource(""s3"")
    return s3.Bucket(settings.AWS_STORAGE_BUCKET_NAME)"
39,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/core/utils.py,simple,boto,boto3,"def clear_cloudfront_cache(file_names):
    """"""Clear file from the cloudfront cache""""""
    if not file_names:
        # invalidation fails if file names is empty
        return
    cloudfront = boto.connect_cloudfront()","def clear_cloudfront_cache(file_names):
    """"""Clear file from the cloudfront cache""""""
    if not file_names:
        # invalidation fails if file names is empty
        return
    cloudfront = boto3.client(""cloudfront"")"
40,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/foia/tasks.py,complex,boto,boto3,"    def process(log):
        """"""Process the files""""""
        log.append(""Start Time: %s"" % timezone.now())
        conn = boto.connect_s3()
        bucket = conn.get_bucket(settings.AWS_AUTOIMPORT_BUCKET_NAME)
        storage_bucket = conn.get_bucket(settings.AWS_STORAGE_BUCKET_NAME)
        for key in bucket.list(prefix=""scans/"", delimiter=""/""):
            if key.name == ""scans/"":
                continue
            # strip off 'scans/'
            file_name = key.name[6:]

            try:
                foia_pks, file_datetime = parse_name(file_name)
            except ValueError as exc:
                s3_copy(bucket, key, ""review/%s"" % file_name)
                s3_delete(bucket, key)
                log.append(str(exc))
                continue","def process(log):
        """"""Process the files""""""
        log.append(""Start Time: %s"" % timezone.now())
        s3 = boto3.resource(""s3"")
        bucket = s3.Bucket(settings.AWS_AUTOIMPORT_BUCKET_NAME)
        storage_bucket = s3.Bucket(settings.AWS_STORAGE_BUCKET_NAME)
        for obj in bucket.objects.filter(prefix=""scans/""):
            if obj.key == ""scans/"":
                continue
            # strip off 'scans/'
            file_name = obj.key[6:]

            try:
                foia_pks, file_datetime = parse_name(file_name)
            except ValueError as exc:
                s3_copy(bucket, obj.key, ""review/%s"" % file_name)
                s3_delete(bucket, obj.key)
                log.append(str(exc))
                continue"
41,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/foia/tasks.py,simple,boto,boto3,"    conn = boto.connect_s3()
    bucket = conn.get_bucket(settings.AWS_STORAGE_BUCKET_NAME)"," s3 = boto3.resource(""s3"")
    bucket = s3.Bucket(settings.AWS_STORAGE_BUCKET_NAME)"
42,MuckRock/muckrock,f480d38b0a730db715e50780b2c786f753fce304,muckrock/task/tasks.py,simple,boto,boto3,"    conn = boto.connect_s3()
    bucket = conn.get_bucket(settings.AWS_STORAGE_BUCKET_NAME)
    key = Key(bucket)
    key.key = pdf_name
    key.set_contents_from_file(bulk_pdf)
    key.set_canned_acl(""public-read"")","    s3 = boto3.client(""s3"")
    s3.upload_file(
        bulk_pdf, settings.AWS_STORAGE_BUCKET_NAME, pdf_name,
        ExtraArgs={'ACL': 'public-read'}
    )"
43,Netflix/security_monkey,b5eb10f43a1483be4a1063a7a7a002131d00e57e,security_monkey/common/utils.py,complex,boto,boto3,"def send_email(subject=None, recipients=[], html=""""):
    """"""
    Given a message, will send that message over SES or SMTP, depending upon how the app is configured.
    """"""
    plain_txt_email = ""Please view in a mail client that supports HTML.""
    if app.config.get('EMAILS_USE_SMTP'):
        try:
            with app.app_context():
                msg = Message(subject, recipients=recipients)
                msg.body = plain_txt_email
                msg.html = html
                mail.send(msg)
            app.logger.debug(""Emailed {} - {} "".format(recipients, subject))
        except Exception, e:
            m = ""Failed to send failure message with subject: {}\n{} {}"".format(subject, Exception, e)
            app.logger.warn(m)
            app.logger.warn(traceback.format_exc())

    else:
        try:
            ses_region = app.config.get('SES_REGION', AWS_DEFAULT_REGION)
            ses = boto.ses.connect_to_region(ses_region)
        except Exception, e:
            m = ""Failed to connect to ses using boto. Check your boto credentials. {} {}"".format(Exception, e)
            app.logger.warn(m)
            app.logger.warn(traceback.format_exc())
            return

        for email in recipients:
            try:
                ses.send_email(app.config.get('MAIL_DEFAULT_SENDER'), subject, html, email, format=""html"")
                app.logger.debug(""Emailed {} - {} "".format(email, subject))
            except Exception, e:
                m = ""Failed to send failure message with subject: {}\n{} {}"".format(subject, Exception, e)
                app.logger.warn(m)
                app.logger.warn(traceback.format_exc())","def send_email(subject=None, recipients=None, html=""""):
    """"""
    Given a message, will send that message over SES or SMTP, depending upon how the app is configured.
    """"""
    recipients = recipients if recipients else []
    plain_txt_email = ""Please view in a mail client that supports HTML.""
    if app.config.get('EMAILS_USE_SMTP'):
        try:
            with app.app_context():
                msg = Message(subject, recipients=recipients)
                msg.body = plain_txt_email
                msg.html = html
                mail.send(msg)
            app.logger.debug(""Emailed {} - {} "".format(recipients, subject))
        except Exception, e:
            m = ""Failed to send failure message with subject: {}\n{} {}"".format(subject, Exception, e)
            app.logger.warn(m)
            app.logger.warn(traceback.format_exc())

    else:
        if recipients:
            try:
                ses = boto3.client(""ses"", region_name=app.config.get('SES_REGION', AWS_DEFAULT_REGION))
                ses.send_email(Source=app.config['MAIL_DEFAULT_SENDER'],
                               Destination={""ToAddresses"": recipients},
                               Message={
                                   ""Subject"": {""Data"": subject},
                                   ""Body"": {
                                       ""Html"": {
                                           ""Data"": html
                                       }
                                   }
                               })

            except Exception, e:
                m = ""Failed to send failure message with subject: {}\n{} {}"".format(subject, Exception, e)
                app.logger.warn(m)
                app.logger.warn(traceback.format_exc())"
44,Nextdoor/kingpin,d38157e086c5c96bfce992d05ebdea8029263021,kingpin/actors/aws/cloudformation.py,simple,boto,boto3,"self.ec2_conn = boto.ec2.connect_to_region(
            region,
            aws_access_key_id=key,
            aws_secret_access_key=secret)
        self.elb_conn = boto.ec2.elb.connect_to_region(
            region,
            aws_access_key_id=key,
            aws_secret_access_key=secret)
        self.cf_conn = boto.cloudformation.connect_to_region(
            region,

            aws_access_key_id=key,
            aws_secret_access_key=secret)","self.ec2_conn = boto.ec2.connect_to_region(
            region,
            aws_access_key_id=key,
            aws_secret_access_key=secret)
        self.elb_conn = boto.ec2.elb.connect_to_region(
            region,
            aws_access_key_id=key,
            aws_secret_access_key=secret)
        self.cf3_conn = boto3.client(
            'cloudformation',
            region_name=region,
            aws_access_key_id=key,
            aws_secret_access_key=secret)"
45,Nextdoor/kingpin,d38157e086c5c96bfce992d05ebdea8029263021,kingpin/actors/aws/cloudformation.py,simple,boto,boto3,"        try:
            yield self.thread(
                self.cf_conn.validate_template,
                template_body=self._template_body,
                template_url=self._template_url)
        except BotoServerError as e:
            msg = '%s: %s' % (e.error_code, e.message)

            if e.status == 400:
                raise InvalidTemplate(msg)"," try:
            yield self.thread(self.cf3_conn.validate_template, **cfg)
        except ClientError as e:
            raise InvalidTemplate(e.message)"
46,Nextdoor/kingpin,d38157e086c5c96bfce992d05ebdea8029263021,kingpin/actors/aws/cloudformation.py,simple,boto,boto3,"        try:
            stack_id = yield self.thread(
                self.cf_conn.create_stack,
                self.option('name'),
                template_body=self._template_body,
                template_url=self._template_url,
                parameters=self.option('parameters').items(),
                disable_rollback=self.option('disable_rollback'),
                timeout_in_minutes=self.option('timeout_in_minutes'),
                capabilities=self.option('capabilities'))
        except BotoServerError as e:
            msg = '%s: %s' % (e.error_code, e.message)

            if e.status == 400:
                raise CloudFormationError(msg)

            raise

        self.log.info('Stack %s created: %s' % (self.option('name'), stack_id))
        raise gen.Return(stack_id)","try:
            stack = yield self.thread(
                self.cf3_conn.create_stack,
                StackName=self.option('name'),
                Parameters=self._parameters,
                DisableRollback=self.option('disable_rollback'),
                TimeoutInMinutes=self.option('timeout_in_minutes'),
                Capabilities=self.option('capabilities'),
                **cfg)
        except ClientError as e:
            raise CloudFormationError(e.message)

        self.log.info('Stack created: %s' % stack['StackId'])
        raise gen.Return(stack['StackId'])"
47,Nextdoor/kingpin,d38157e086c5c96bfce992d05ebdea8029263021,kingpin/actors/aws/cloudformation.py,simple,boto,boto3,"try:
            ret = yield self.thread(
                self.cf_conn.delete_stack, self.option('name'))
        except BotoServerError as e:
            msg = '%s: %s' % (e.error_code, e.message)

            if e.status == 400:
                raise CloudFormationError(msg)

            raise
        self.log.info('Stack %s delete requested: %s' %
                      (self.option('name'), ret))
        raise gen.Return(ret)","try:
            ret = yield self.thread(
                self.cf3_conn.delete_stack, StackName=self.option('name'))
        except ClientError as e:
            raise CloudFormationError(e.message)




        req_id = ret['ResponseMetadata']['RequestId']
        self.log.info('Stack delete requested: %s' % req_id)
        raise gen.Return(req_id)"
48,NixOS/nixops,a604876ceb8ef3ed28419aa8a5aaf1f7b24e3c56,nixops/resources/vpc.py,simple,boto,boto3,"def connect(self):
        if self._conn: return
        assert self.region
        (access_key_id, secret_access_key) = nixops.ec2_utils.fetch_aws_secret_key(self.access_key_id)
        self._conn = boto.vpc.connect_to_region(
            region_name=self.region, aws_access_key_id=access_key_id, aws_secret_access_key=secret_access_key)"," def connect(self):
        if self._client: return
        assert self.region
        (access_key_id, secret_access_key) = nixops.ec2_utils.fetch_aws_secret_key(self.access_key_id)
        self._client = boto3.client('ec2', region_name=self.region, aws_access_key_id=access_key_id, aws_secret_access_key=secret_access_key)"
49,OpenBounds/Processing,7e8a89c899f8ee63ae6780fe41179a7ea5243e85,upload_mbtiles.py,simple,boto,boto3,"from boto.s3.connection import S3Connection
from boto.s3.key import Key
from boto.exception import S3ResponseError
import boto","import boto3
"
50,OpenBounds/Processing,7e8a89c899f8ee63ae6780fe41179a7ea5243e85,upload_mbtiles.py,complex,boto,boto3,"def upload_tile(bucket, key_template, headers, tile_stuff, progress=True, retries=0):
    try:
        zoom, x, y, tile = tile_stuff
        k = Key(bucket)
        k.key = key_template.format(z=zoom, x=x, y=y)
        for key, value in headers.items():
            k.set_metadata(key, value)
        k.set_contents_from_string(str(tile))","def upload_tile(s3, bucket, key_template, headers, tile_stuff, progress=True, retries=0):
    try:
        zoom, x, y, tile = tile_stuff
        s3.put_object(Body=str(tile), 
            Bucket=bucket,
            Key=key_template.format(z=zoom, x=x, y=y), 
            ContentType=headers.get(""Content-Type"", None),
            ContentEncoding=headers.get(""Content-Encoding"", None),
            CacheControl=headers.get(""Cache-Control"", None)
        )"
51,OpenBounds/Processing,7e8a89c899f8ee63ae6780fe41179a7ea5243e85,upload_mbtiles.py,simple,boto,boto3,"base_url = urlparse(s3_url)
    conn = S3Connection(calling_format=boto.s3.connection.OrdinaryCallingFormat())
    bucket = conn.get_bucket(base_url.netloc)","s3 = boto3.client('s3')
    bucket = base_url.netloc"
52,PUNCH-Cyber/stoq-plugins-public,398ed6f2f24a1449f4f9ff81a5fa21536df74263,connector/s3/s3/s3.py,simple,boto,boto3,"key = boto.s3.key.Key(self.bucket, filename)
"," key = boto3.s3.key.Key(self.bucket, filename)"
53,PUNCH-Cyber/stoq-plugins-public,398ed6f2f24a1449f4f9ff81a5fa21536df74263,connector/s3/s3/s3.py,simple,boto,boto3,"conn = boto.connect_s3(self.access_key, self.secret_key)","conn = boto3.connect_s3(self.access_key, self.secret_key)"
54,piskvorky/smart_open,170e29532c359f9135c16422582ef28f5d286c6a,smart_open/tests/test_s3.py,complex,boto,boto3,"def create_bucket_and_key(bucket_name='mybucket', key_name='mykey', contents=None):
    # fake connection, bucket and key
    _LOGGER.debug('%r', locals())
    conn = boto.connect_s3()
    conn.create_bucket(bucket_name)
    mybucket = conn.get_bucket(bucket_name)
    mykey = boto.s3.key.Key()
    mykey.name = key_name
    mykey.bucket = mybucket","def create_bucket_and_key(bucket_name='mybucket', key_name='mykey', contents=None):
    # fake connection, bucket and key
    _LOGGER.debug('%r', locals())
    s3 = boto3.resource('s3')
    mybucket = s3.create_bucket(Bucket=bucket_name)
    mykey = s3.Object(bucket_name, key_name)"
55,SUSE/Enceladus,e2d8933835954af2e15e8c30e6e8b58511fa4cb4,ec2utils/ec2utilsbase/lib/ec2utils/ec2utils.py,simple,boto,boto3,"import boto
import boto.ec2",import boto3
56,SUSE/Enceladus,e2d8933835954af2e15e8c30e6e8b58511fa4cb4,ec2utils/ec2utilsbase/lib/ec2utils/ec2utilsutils.py,simple,boto,boto3,"if self.region:
            self.ec2 = boto.ec2.connect_to_region(
                self.region,
                aws_access_key_id=self.access_key,
                aws_secret_access_key=self.secret_key)","if self.region:
            self.ec2 = boto3.client(

                aws_access_key_id=self.access_key,
                aws_secret_access_key=self.secret_key,
                region_name=self.region,
                service_name='ec2')"
57,SUSE/Enceladus,e2d8933835954af2e15e8c30e6e8b58511fa4cb4,ec2utils/ec2utilsbase/lib/ec2utils/ec2utilsutils.py,complex,boto,boto3,"def get_regions(command_args):
    """"""Return a list of connected regions if no regions are specified
       on the command line""""""
    regions = None
    if command_args.regions:
        regions = command_args.regions.split(',')
    else:
        regions = []
        regs = boto.ec2.regions()




        for reg in regs:
            if reg.name in ['us-gov-west-1', 'cn-north-1']:

                if command_args.verbose:
                    print 'Not processing disconnected region: %s' % reg.name
                continue
            regions.append(reg.name)
    return regions","def get_regions(command_args, access_key, secret_key):
    """"""Return a list of connected regions if no regions are specified
       on the command line""""""
    regions = None
    if command_args.regions:
        regions = command_args.regions.split(',')
    else:
        regions = []
        regs = boto3.client(
                    aws_access_key_id=access_key,
                    aws_secret_access_key=secret_key,
                    region_name='us-east-1',
                    service_name='ec2').describe_regions()['Regions']
        for reg in regs:
            region_name = reg['RegionName']
            if region_name in ['us-gov-west-1', 'cn-north-1']:
                if command_args.verbose:
                    print 'Not processing disconnected region: %s' % reg.name
                continue
            regions.append(region_name)
    return regions"
58,StreetVoice/django-elastic-transcoder/,d563d1abfb1c7dfdd2f78ddb6702b9ad5d67d2bf,dj_elastictranscoder/transcoder.py,simple,boto,boto3,"from boto import elastictranscode
","from boto3.session import Session
"
59,StreetVoice/django-elastic-transcoder/,d563d1abfb1c7dfdd2f78ddb6702b9ad5d67d2bf,dj_elastictranscoder/transcoder.py,complex,boto,boto3," def encode(self, input_name, outputs):
        encoder = elastictranscoder.connect_to_region(
            self.aws_region, 
            aws_access_key_id=self.aws_access_key_id,
            aws_secret_access_key=self.aws_secret_access_key)

        self.message = encoder.create_job(self.pipeline_id, input_name, outputs=outputs)","boto_session = Session(



            aws_access_key_id=self.aws_access_key_id,
            aws_secret_access_key=self.aws_secret_access_key,
            region_name=self.aws_region,
        )
        self.client = boto_session.client('elastictranscoder')

    def encode(self, input_name, outputs, **kwargs):
        self.message = self.client.create_job(
            PipelineId=self.pipeline_id,
            Input=input_name,
            Outputs=outputs,
            **kwargs
        )"
60,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/s3.py,simple,boto,boto3,"import boto
from boto.s3.key import Key  
def __init__(self):
        self._s3_connection = boto.connect_s3()","import boto3
    def __init__(self):
        self._s3_connection = boto3.client('s3')"
61,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/s3.py,complex,boto,boto3,"def get_contents_as_string(self, bucket_name, key_name):
        """"""Retrieves the S3 key (object) contents.

        :param bucket_name: The S3 bucket name.
        :type bucket_name: string

        :param key_name: The S3 key (object) name.
        :type key_name: string

        :returns: The key (object) contents as a string.
        :rtype: string
        """"""
        bucket = self._s3_connection.get_bucket(bucket_name, validate=False)
        key = bucket.get_key(key_name)
        contents = key.get_contents_as_string()
        return contents","def get_contents_as_string(self, bucket_name, key_name):
        """"""Retrieves the S3 key (object) contents.

        :param bucket_name: The S3 bucket name.
        :type bucket_name: string

        :param key_name: The S3 key (object) name.
        :type key_name: string
        :returns: The key (object) contents as a bytes (str in py2).
        :rtype: bytes

        """"""
        response = self._s3_connection.get_object(Bucket=bucket_name, Key=key_name)
        return response['Body'].read()"
62,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/s3.py,complex,boto,boto3,"def __init__(self, bucket_name):
        self._bucket_name = bucket_name

        logging.info(
            'Connecting to S3 to obtain access to {0} bucket.'.format(
                bucket_name,
            ),
        )
        s3_connection = boto.connect_s3()
        self._bucket = s3_connection.get_bucket(bucket_name, validate=False)
        logging.info(
            'S3 bucket {0} retrieved successfully.'.format(
                bucket_name,
            ),
        )","    def __init__(self, bucket_name):
        self._bucket_name = bucket_name
        self._s3_connection = boto3.client('s3')










"
63,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/s3.py,complex,boto,boto3," def upload_results(self, results):
        """"""Uploads the analysis results to an S3 bucket.

        :param results: The list containing the meta info (name,
                        content and content-type) of the files which
                        needs to be uploaded.
        :type results: list of ``FileMetaInfo`` tuples
        """"""
        for file_meta_info in results:
            logging.info(
                'Uploading the analysis results in the file ""{0}"" to the S3 '
                'bucket ""{1}""'.format(file_meta_info.name, self._bucket_name),
            )
            self._create_object_from_file(file_meta_info)

    def _create_object_from_file(self, file_meta_info):
        """"""Creates a new key (object) in the S3 bucket with the
        contents of a given file.
        """"""
        key = Key(self._bucket)
        key.key = file_meta_info.name
        key.set_contents_from_file(
            file_meta_info.content,
            headers={'Content-Type': file_meta_info.content_type},
        )","def upload_results(self, results):
        """"""Uploads the analysis results to an S3 bucket.

        :param results: The list containing the meta info (name,
                        content and content-type) of the files which
                        needs to be uploaded.
        :type results: list of ``FileMetaInfo`` tuples
        """"""
        for file_meta_info in results:
            logging.info(
                'Uploading the analysis results in the file ""{0}"" to the S3 '
                'bucket ""{1}""'.format(file_meta_info.name, self._bucket_name),
            )
            self._s3_connection.put_object(
                Bucket=self._bucket_name,
                Key=file_meta_info.name,
                ContentType=file_meta_info.content_type,
                Body=file_meta_info.content,
            )"
64,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/sqs.py,simple,boto,boto3,"import boto.sqs
import simplejson
from boto.sqs.message import RawMessage","import boto
"
65,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,amira/sqs.py,complex,boto,boto3,"def __init__(self, region_name, queue_name):
        self._setup_sqs_queue(region_name, queue_name)

    def _setup_sqs_queue(self, region_name, queue_name):
        """"""Connects to the SQS queue in a given AWS region.

        :param region_name: The AWS region name.
        :type region_name: string
        :param queue_name: The SQS queue name.
        :type queue_name: string
        """"""
        sqs_connection = boto.sqs.connect_to_region(region_name)
        self.sqs_queue = sqs_connection.get_queue(queue_name)

        if not self.sqs_queue:
            raise SqsQueueNotFoundException(queue_name)

        logging.info(
            'Successfully connected to {0} SQS queue'.format(
                queue_name,
            ),
        )

        self.sqs_queue.set_message_class(RawMessage)","def __init__(self, region_name, queue_name):
        """""" Connects to the SQS queue in a given AWS region.
        :param region_name: The AWS region name.
        :type region_name: string
        :param queue_name: The SQS queue name.
        :type queue_name: string
        """"""
        sqs_connection = boto3.resource('sqs', region_name=region_name)
        self.sqs_queue = sqs_connection.get_queue_by_name(QueueName=queue_name)

        logging.info(
            'Successfully connected to {} SQS queue'.format(queue_name),
        )"
66,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,tests/s3_test.py,complex,boto,boto3,"def s3_handler(self):
        boto.connect_s3 = MagicMock()
        return S3Handler()



    def test_get_contents_as_string(self, s3_handler):
        s3_connection_mock = boto.connect_s3.return_value
        bucket_mock = s3_connection_mock.get_bucket.return_value
        key_mock = bucket_mock.get_key.return_value
        key_mock.get_contents_as_string.return_value = 'test key contents'","def s3_handler(self):
        with patch('amira.s3.boto3') as mock_boto3:
            handler = S3Handler()
            mock_boto3.client.assert_called_once_with('s3')
            yield handler

    def test_get_contents_as_string(self, s3_handler):
        mock_contents = 'test key contents'
        s3_connection_mock = s3_handler._s3_connection
        s3_connection_mock.get_object.return_value = {
            'Body': ByteBuffer(mock_contents.encode()),
        }"
67,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,tests/s3_test.py,simple,boto,boto3,"def s3_results_uploader(self):
        boto.connect_s3 = MagicMock()
        return S3ResultsUploader('lorem-ipsum')



    def test_upload_results(self, s3_results_uploader):
        s3_connection_mock = boto.connect_s3.return_value

        fileobj_mock1 = MagicMock()
        fileobj_mock2 = MagicMock()","def test_upload_results(self, s3_results_uploader):
        s3_connection_mock = s3_results_uploader._s3_connection

        fileobj_mock1 = MagicMock()
        fileobj_mock2 = MagicMock()"
68,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,tests/s3_test.py,complex,boto,boto3,"def mock_sqs_queue():
    boto.sqs.connect_to_region = MagicMock()
    sqs_connection_mock = boto.sqs.connect_to_region.return_value
    return sqs_connection_mock.get_queue.return_value","def sqs_handler():
    with patch('amira.sqs.boto3') as mock_boto3:
        handler = SqsHandler('us-west-1', 'godzilla')
        mock_boto3.resource.assert_called_once_with('sqs', region_name='us-west-1')
        mock_boto3.resource.return_value.get_queue_by_name.assert_called_once_with(
            QueueName='godzilla',
        )
        yield handler"
69,Yelp/amira,d8e456375c7c5b787a078446aa9851d5236fb357,tests/s3_test.py,complex,boto,boto3,"def test_queue_not_found(self):
        boto.sqs.connect_to_region = MagicMock()
        sqs_connection_mock = boto.sqs.connect_to_region.return_value
        sqs_connection_mock.get_queue.return_value = None

        with pytest.raises(SqsQueueNotFoundException) as e:
            SqsHandler('us-west-1', 'godzilla')

        assert 'SQS queue godzilla not found.' == str(e.value)
        boto.sqs.connect_to_region.assert_called_once_with('us-west-1')
        sqs_connection_mock.get_queue.assert_called_once_with('godzilla')","def test_get_created_objects(self, sqs_handler):












        s3_event_notification_message_mocks = mock_s3_event_notifications(
            sqs_handler.sqs_queue, 's3_event_notifications.json',
        )"
70,Yelp/elastalert,fd8102a8660f14240bb88ef833afcb97e3291f09,elastalert/auth.py,complex,boto,boto3,"if username and password:
            return username + ':' + password

        if not aws_region:
            return None

        if boto_profile:
            # Executing ElastAlert from machine with aws credentials
            config = configparser.ConfigParser()
            config.read(os.path.expanduser('~') + '/.aws/credentials')
            aws_access_key_id = str(config[boto_profile]['aws_access_key_id'])
            aws_secret_access_key = str(config[boto_profile]['aws_secret_access_key'])
            aws_token = None
        else:
            # Executing ElastAlert from machine deployed with specific role
            provider = InstanceMetadataProvider(
                iam_role_fetcher=InstanceMetadataFetcher(timeout=1000, num_attempts=2))
            aws_credentials = provider.load()
            aws_access_key_id = str(aws_credentials.access_key)
            aws_secret_access_key = str(aws_credentials.secret_key)
            aws_token = str(aws_credentials.token)

        return AWSRequestsAuth(aws_access_key=aws_access_key_id,
                               aws_secret_access_key=aws_secret_access_key,
                               aws_token=aws_token,
                               aws_host=host,
                               aws_region=aws_region,
                               aws_service='es')","if username and password:
            return username + ':' + password

        session = boto3.session.Session(profile_name=profile_name, region_name=aws_region)
        credentials = session.get_credentials().get_frozen_credentials()
        return AWSRequestsAuth(
            aws_access_key=credentials.access_key,
            aws_secret_access_key=credentials.secret_key,
            aws_token=credentials.token,
            aws_host=host,
            aws_region=session.region_name,
            aws_service='es')"
71,Yelp/elastalert,fd8102a8660f14240bb88ef833afcb97e3291f09,setup.py,simple,boto,boto3,"install_requires=[
        'argparse',
        'elasticsearch',
        'jira==0.32',  # jira.exceptions is missing from later versions
        'jsonschema',
        'mock',
        'python-dateutil',
        'PyStaticConfiguration',
        'pyyaml',
        'simplejson',
        'boto',
        'botocore',
        'blist',
        'croniter',
        'configparser',
        'aws-requests-auth',
        'texttable',
        'exotel',
        'twilio',
        'stomp.py'
    ]","    install_requires=[
        'argparse',
        'elasticsearch',
        'jira==0.32',  # jira.exceptions is missing from later versions
        'jsonschema',
        'mock',
        'python-dateutil',
        'PyStaticConfiguration',
        'pyyaml',
        'simplejson',
        'boto3',

        'blist',
        'croniter',
        'configparser',
        'aws-requests-auth',
        'texttable',
        'exotel',
        'twilio<6.0.0',
        'stomp.py'"
72,andsens/bootstrap-vz,89eedae5fcc43657aab828f47d50332d284ff3ad,bootstrapvz/providers/ec2/tasks/connection.py,complex,boto,boto3,"class Connect(Task):
    description = 'Connecting to EC2'
    phase = phases.preparation
    predecessors = [GetCredentials, host.GetInstanceMetadata, host.SetRegion]

    @classmethod
    def run(cls, info):
        from boto.ec2 import connect_to_region
        connect_args = {
            'aws_access_key_id': info.credentials['access-key'],
            'aws_secret_access_key': info.credentials['secret-key']
        }

        if 'security-token' in info.credentials:
            connect_args['security_token'] = info.credentials['security-token']

        info._ec2['connection'] = connect_to_region(info._ec2['region'], **connect_args)","class Connect(Task):
    description = 'Connecting to EC2'
    phase = phases.preparation
    predecessors = [GetCredentials, host.GetInstanceMetadata, host.SetRegion]

    @classmethod
    def run(cls, info):
        import boto3
        connect_args = {
            'aws_access_key_id': info.credentials['access-key'],
            'aws_secret_access_key': info.credentials['secret-key']
        }

        if 'security-token' in info.credentials:
            connect_args['security_token'] = info.credentials['security-token']

        info._ec2['connection'] = boto3.Session(info._ec2['region'],
                                                info.credentials['access-key'],
                                                info.credentials['secret-key'])
        info._ec2['connection'] = boto3.client('ec2', region_name=info._ec2['region'])"
73,ansible/ansible,763399830de341bb25f973eea7d5dfd8db3cdcc1,lib/ansible/modules/cloud/amazon/cloudformation.py,simple,boto,boto3,"try:
    import boto
    import boto.cloudformation.connection
    HAS_BOTO = True
except ImportError:
    HAS_BOTO = False","try:
    import boto3
    import botocore
    HAS_BOTO3 = True
except ImportError:
    HAS_BOTO3 = False"
